FID_1,BOROCODE,BORONAME,COUNTYFIPS,NTACODE,NTANAME,SHAPE_LENG,SHAPE_AREA,SUM_TOTAL_POP,COUNT_CONSTRUCTIONNOISE,COUNT_subwaystops,COUNT_SHOOTINGS,Shootings_Weighted_Pop,COUNT_SAT,AVG_TOTAL_SCORE,STDDEV_TOTALSCORE,AVG_MATH,VAR_MATH,AVG_LOTARE,AVG_FAR,AVG_ASSESSEDVAL_TOTAL,COM_FAR,RESI_FAR,OFFICE_FAR,RETAIL_FAR,GARG_FAR,STRG_FAR,FACT_FAR,AVG_UNITSTOTAL,AVG_PERCENT_OCC,AVG_MEDIAN_HHINCOME,AVG_MEANHH_HHINCOME,AVG_PCT_POVERTY,COUNT_GRAFFITI,COUNT_DIRTY,COUNT_DERELICTVEHICLES,AVG_MEDHOME_VAL,AVG_MED_GROSS_RENTAL,Rent_pct_inc
171,5,Staten Island,85,SI08,Grymes Hill-Clifton-Fox Hills,37119.41935,37748488.58,22142,2,0,0,0,4,1179.5,111.0090086,398.25,1156.916667,7624.764629,0.395641142,1023818.752,0.067296149,0.328344993,0.002045903,0.00652856,0.000901684,0.008598481,0.000205567,2.105799,92.626667,53260,71249.33333,16.39,0,76,23,412553.3333,1067.133333,0.240436502
172,5,Staten Island,85,SI37,Stapleton-Rosebank,56431.55088,46523826.22,22645,11,5,0,0,0,0,0,0,0,9016.340071,0.299734054,21238378.55,0.094625928,0.205108126,0.01528305,0.015919985,0.002404859,0.01236151,0.002479182,1.799898,89.275,52419,68866.875,16.72,1,220,59,374231.25,1090.0625,0.249542746
173,3,Brooklyn,47,BK64,Prospect Heights,15051.94304,10241664.42,24708,49,3,0,0,0,0,0,0,0,3518.266275,1.935707395,1717190.232,0.353399267,1.582308128,0.048131788,0.079187579,0.040660641,0.050583849,0.038211918,5.735859,86.233333,66496,86815.4,12.21,6,83,10,549566.6667,1327.133333,0.239496632
174,3,Brooklyn,47,BK37,Park Slope-Gowanus,31489.20404,42518323.97,53277,128,31,1,3.08372761,3,1159.666667,41.8608807,392,349,3067.917529,1.648113196,199653.0841,0.429842565,1.218612547,0.046169978,0.079060764,0.03721718,0.035279644,0.080383672,3.978449,90.505714,75036,100989.8,10.19,26,264,68,514171.4286,1414.285714,0.226177235
175,3,Brooklyn,47,BK61,Crown Heights North,35635.54337,51619074.56,87370,88,21,9,23.16372996,2,1095,9.899494937,364,18,3870.20237,1.650861371,111538.2454,0.345835871,1.305089896,0.087696783,0.058114171,0.022734967,0.01962863,0.028338829,5.380483,90.986538,37470,49680.82692,26.36,29,457,66,548884.6154,976.903846,0.312858394
176,3,Brooklyn,47,BK63,Crown Heights South,24192.43115,15988820.72,38872,10,7,2,4.969973079,7,1161.285714,133.2925533,387.428571,2538.285714,4703.996046,1.849690859,105061.113,0.317274837,1.544952292,0.098374835,0.058105535,0.012592125,0.004061162,0.011915233,6.887961,90.283333,37842,51770.04167,21.13,2,153,11,535233.3333,935,0.296496283
177,4,Queens,81,QN41,Fresh Meadows-Utopia,22106.43136,27774853.95,14358,6,0,0,0,0,0,0,0,0,6789.222068,0.502370083,85331.49775,0.078882065,0.423488018,0.00728561,0.028461452,0.006556429,0.000172055,0.000185692,2.474765,95.654545,71317,88949.27273,5.31,0,54,30,576063.6364,1140.909091,0.191972833
178,4,Queens,81,QN99,park-cemetery-etc-Queens,490169.1207,311674738.2,140969,1,4,3,10.10183208,0,0,0,0,0,637078.9375,0.061678128,181488.1591,0.058253611,0.003424517,0.000709783,0.00062938,0.008032511,0.002019718,0.000966181,2.614583,85.3275,52221,62955.16667,9.01,2,41,24,408740,997.141667,0.229135276
179,2,Bronx,5,BX17,East Tremont,29637.32809,19256401.78,30702,6,8,8,22.81965343,2,1112.5,75.66042559,371.5,1300.5,8945.724822,1.140004304,397352.1568,0.251675542,0.888328762,0.079159984,0.050761302,0.027207879,0.012341409,0.003796491,8.771109,90.358333,22071,31054.91667,37.94,18,101,46,340920.8333,808.583333,0.439623339
180,2,Bronx,5,BX99,park-cemetery-etc-Bronx,224055.8198,220805999.2,87822,1,6,1,2.691255625,0,0,0,0,0,2395032.794,0.018795511,177518.4794,0.010071201,0.008724311,0.00468408,7.05197E-05,0.000816514,0.000151701,0,13.195876,90.545902,34529,42682.34426,23.9,0,29,5,271791.8033,856,0.297484971
181,4,Queens,81,QN18,Rego Park,26675.1774,19941428.94,41105,16,6,0,0,0,0,0,0,0,5025.880046,1.401774927,79373.65919,0.352487861,1.049287066,0.052130097,0.181473456,0.076255589,0.001536836,0.000325115,5.242599,90.965217,56743,71407.56522,9.12,3,59,19,385765.2174,1222.565217,0.258547686
182,4,Queens,81,QN21,Middle Village,42668.25586,57684256.1,31466,15,0,0,0,0,0,0,0,0,5199.307965,0.424538178,1087394.89,0.048358962,0.376179216,0.004545523,0.012579569,0.002273243,0.007820389,0.007384361,1.737029,90.353125,56919,70207.34375,6.57,12,126,108,522125,1165.625,0.245742333
183,4,Queens,81,QN43,Bellerose,32084.88543,55194891.61,20729,7,0,0,0,1,1326,0,455,0,6624.46581,0.371436105,1218092.449,0.098888708,0.272547396,0.002499648,0.009761575,0.00090838,0.001255457,0.000222687,1.567338,89.9375,66633,76514.375,7.66,3,100,51,432118.75,988.6875,0.178054168
184,3,Brooklyn,47,BK35,Stuyvesant Heights,28239.09659,31407005.07,52509,46,9,8,23.80224303,2,1184.5,126.5721138,392.5,1624.5,2855.179566,1.617773842,65463937.5,0.263668379,1.353888321,0.087002399,0.062519132,0.007749473,0.011086327,0.007733199,4.009775,88.994444,35079,48829.22222,29.85,63,406,49,530027.7778,930.638889,0.318354335
185,5,Staten Island,85,SI05,New Springville-Bloomfield-Travis,109225.7335,327762816.9,47145,8,0,4,8.182533439,0,0,0,0,0,25539.0208,0.216124981,119303.325,0.139640336,0.076495983,0.009991924,0.004357641,0.000770862,0.002852773,0.001632297,1.507393,94.4,74160,89693.88462,7.65,3,121,45,457907.6923,1109.307692,0.179498509
186,5,Staten Island,85,SI24,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,75926.54494,184846972.5,47765,7,0,3,6.677106269,2,1467.5,92.63098834,502.5,840.5,20180.92146,0.171312219,41933.1063,0.038366989,0.13294523,0.004779781,0.018770796,0.002195884,0.000377087,2.3245E-05,1.616271,94.503571,70044,87211.78571,9.08,3,105,27,472417.8571,1076.785714,0.184476069
187,3,Brooklyn,47,BK90,East Williamsburg,49188.62025,39141060.04,35248,139,14,0,0,2,1362.5,331.6330804,457.5,11704.5,8083.198031,0.883541937,130203.8922,0.366708787,0.517121397,0.021244846,0.050808976,0.011200779,0.05131427,0.171465465,5.190999,93.073077,43432,53400.69231,24.49,48,167,58,530923.0769,1074.692308,0.296932589
188,4,Queens,81,QN20,Ridgewood,40605.66483,50502646.03,46647,34,14,1,3.260178117,0,0,0,0,0,4524.26112,0.943591793,123204.4566,0.297809688,0.645782105,0.016420246,0.065930859,0.007607296,0.045089169,0.073155942,3.2763,92.285366,43141,53807.7561,17.36,23,417,43,496207.3171,1056.487805,0.293872013
189,1,Manhattan,61,MN33,East Harlem South,18625.0427,16650737.79,49089,40,8,2,3.762328344,4,1168.25,132.1372393,395.5,1109.666667,12057.73384,2.8377211,39989.88279,0.966054635,1.872897394,0.135872911,0.085582703,0.07866967,0.027919462,0.002976018,26.275665,89.180952,49357,87884.57143,25.13,12,105,8,337785.7143,859.619048,0.208998078
190,1,Manhattan,61,MN34,East Harlem North,30603.26412,24495419.94,49623,55,8,13,26.56573465,2,1318,244.6589463,451.5,12640.5,14187.97664,1.224423906,84396.06605,0.402493179,0.827115782,0.056240174,0.080599417,0.044569682,0.017936326,0.01253477,15.363389,88.782609,30516,44511.17391,32.8,11,179,11,295217.3913,668.130435,0.262735035
191,3,Brooklyn,47,BK77,Bushwick North,26402.88396,25020783.02,38077,75,22,0,0,4,1122,62.59925452,378.5,776.333333,3505.303223,1.432462915,413785.0959,0.445763097,0.986699818,0.021408015,0.08194729,0.008805315,0.04536041,0.145017322,4.086351,92.058065,33870,43106.6129,25.39,42,207,37,469032.2581,984.967742,0.348968641
192,3,Brooklyn,47,BK78,Bushwick South,40778.29821,40192390.21,59982,55,17,3,8.585506668,6,1134,57.20839099,386.833333,774.166667,4467.082906,1.163850274,460490.9614,0.354911324,0.811341104,0.037278903,0.04415263,0.010031824,0.041222202,0.091341241,3.812044,91.66087,33304,43104,31.19,50,348,71,456095.6522,933.630435,0.336408042
193,1,Manhattan,61,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,45453.59127,37028900.77,88705,481,76,0,0,9,1346.777778,210.2681489,465.111111,6074.861111,10476.37178,4.442589609,2822397.784,2.767578504,1.678668479,1.396560712,0.304056755,0.184930421,0.35299168,0.056158276,24.506829,87.133333,88855,147171.7,11.89,23,324,28,404390,1045.9,0.141249981
194,1,Manhattan,61,MN21,Gramercy,12090.4566,7532281.409,56685,138,10,0,0,7,1267.428571,131.2108445,439.285714,2173.238095,5866.069095,6.06154143,84009.36878,2.894250236,3.167291196,1.571805831,0.380086397,0.123971199,0.096541283,0,26.148241,92.271429,95453,145326.8571,10.29,8,127,9,384157.1429,1193.214286,0.150006061
